,leo_open,leo_volume,leo_burn_amount,burn_amount_usd,btc_open,btc_volume,btc_usd_volume,burn_amount_usd_EMA,btc_usd_volume_EMA,m2dates,corr,corr_smoothed
2019-08-25 00:00:00,1.1681,121006.78851692,11699.0,13665.6019,10155.0,370.54451501,3762879.54992655,5348.872845359016,8822793.534354601,737296.0,0.8907784971224685,0.6364806432149391
2019-08-25 03:00:00,1.17,44852.10037458,1143.0,1337.31,10133.0,241.22514373,2444334.3814160903,5191.556655344936,8572657.881298188,737296.125,0.8554085167725742,0.6450660500211209
2019-08-25 06:00:00,1.185,12453.62077679,1484.0,1758.5400000000002,10077.0,203.07193432,2046355.88214264,5056.928551213762,8316724.469566598,737296.25,0.830420540833357,0.6523348535823851
2019-08-25 09:00:00,1.185,18299.61302465,1549.0,1835.565,10105.0,191.16151455,1931687.1045277498,4930.600568813223,8066330.847408212,737296.375,0.8245486412826016,0.6590883354529818
2019-08-25 12:00:00,1.19,63425.51342048001,4164.0,4955.16,10136.0,1518.09515534,15387412.494526241,4931.563683761724,8353432.088471664,737296.5,0.8386906754025063,0.6661315644706103
2019-08-25 15:00:00,1.2,140890.50235994998,2946.0,3535.2,10065.0,628.95803405,6330462.61271325,4876.804323614206,8274099.952167412,737296.625,0.865306537043956,0.6739423477087807
2019-08-25 18:00:00,1.1797,13241.8841769,4205.0,4960.6385,10081.04403933,702.69671351,7083916.515186766,4880.091938374433,8227426.091893662,737296.75,0.894297736326441,0.6825837354977086
2019-08-25 21:00:00,1.18,19388.83284306,5418.0,6393.24,10006.91241657,1351.52435755,13524585.874863887,4939.431078046024,8435157.848088572,737296.875,0.9158626201157445,0.691731927051357
2019-08-26 00:00:00,1.17,817198.6314191,20705.0,24224.85,10133.0,4118.997197199999,41737798.59922759,5695.722016161866,9741143.759897945,737297.0,0.9125194825360086,0.700390262560559
2019-08-26 03:00:00,1.2,4386.79930415,2861.0,3433.2,10399.38076238,688.25629632,7157439.2875371175,5606.995662586891,9639822.015883796,737297.125,0.900897659270163,0.7082532977256415
2019-08-26 06:00:00,1.195,270419.99525035,3097.0,3700.9150000000004,10363.0,742.80300613,7697667.55252519,5532.247401308973,9563659.095752086,737297.25,0.891688810868803,0.7154468472606674
2019-08-26 09:00:00,1.1977,11749.55509797,2652.0,3176.3004,10343.0,557.93573019,5770729.257355169,5439.8573228262685,9414916.749148285,737297.375,0.8884079533073203,0.7222296357330852
2019-08-26 12:00:00,1.1886,4931.15085949,3753.0,4460.8158,10397.0,1083.85794566,11268871.06102702,5401.463537617396,9487620.839810196,737297.5,0.8854264211663935,0.7286295096716463
2019-08-26 15:00:00,1.19,65297.30028697,2841.0,3380.79,10333.0,802.53393159,8292583.115119469,5322.221438102988,9440756.61531252,737297.625,0.8827953825035051,0.7346752301748565
2019-08-26 18:00:00,1.18,3119.96735834,2596.0,3063.2799999999997,10315.99046437,534.45975533,5513481.739573803,5233.635499353852,9286745.835871786,737297.75,0.8769513330548838,0.7402546851897595
2019-08-26 21:00:00,1.1873,3022.87769886,2081.0,2470.7713,10283.0,450.20234489,4629430.71250387,5125.287883692917,9104106.02711226,737297.875,0.8669825887914936,0.7452244068996314
2019-08-27 00:00:00,1.189,9739.89458416,11487.0,13658.043000000001,10377.0,395.41143421,4103184.45279717,5459.9057313912335,8907991.455570493,737298.0,0.8415038928063019,0.7490000730136185
2019-08-27 03:00:00,1.1878,5701.63165887,3051.0,3623.9778,10247.49157,714.35315798,7320327.964402928,5387.908557611185,8845730.142191373,737298.125,0.8392132779157288,0.7525378457548777
2019-08-27 06:00:00,1.1888,1869.36430122,1543.0,1834.3184,10235.0,324.3062354,3319274.319319,5248.552080842119,8629006.384431671,737298.25,0.8474174812710058,0.756258615775118
2019-08-27 09:00:00,1.1879,65518.4817998,2454.0,2915.1066,10201.0,593.53145465,6054614.36888465,5157.044414926741,8528049.834802376,737298.375,0.8770815643788131,0.7609967706223217
2019-08-27 12:00:00,1.19,106963.62987763,6852.0,8153.879999999999,10122.0,1701.61093198,17223705.853501562,5274.567379047261,8869055.953182736,737298.5,0.8840340455803082,0.7658217617971448
2019-08-27 15:00:00,1.1865,12974.05975598,1764.0,2092.9860000000003,10163.0,431.28328325,4383132.00766975,5149.799481829721,8693137.367084188,737298.625,0.8882494857868254,0.7706228490124264
2019-08-27 18:00:00,1.1987,2499.12659539,799.0,957.7613000000001,10191.0,120.77726922,1230841.15062102,4985.40582764032,8400498.299771907,737298.75,0.8925922759719503,0.7754059637951528
2019-08-27 21:00:00,1.1928,8550.50016519,1262.0,1505.3136000000002,10154.0,237.1986982,2408515.5815228,4848.931622634817,8165518.585330766,737298.875,0.8976977225838381,0.7802017190417679
2019-08-28 00:00:00,1.1912,11984.98044482,10955.0,13049.596,10189.0,294.34207392,2999051.3911708803,5170.526304100119,7962912.028697045,737299.0,0.8423657023881571,0.7826395223102538
2019-08-28 03:00:00,1.1858,15353.99866699,2084.0,2471.2072,10132.237761,491.18720762,4976825.572767511,5064.670652958938,7845810.59905275,737299.125,0.8189686931796927,0.7840641956776828
2019-08-28 06:00:00,1.1817,76626.62911135,2540.0,3001.518,10139.067732,430.52637957,4365136.122872971,4983.762705784078,7709313.56077119,737299.25,0.8182237408102346,0.7854037856828809
2019-08-28 09:00:00,1.1701,105977.10390684,1322.0,1546.8721999999998,10126.0,204.24804707,2068215.72463082,4848.982685949409,7488094.037785293,737299.375,0.8519735001387818,0.7880143627203673
2019-08-28 12:00:00,1.1738,25476.62688739,3247.0,3811.3286,10152.50547122,1073.81228608,10901885.109490454,4808.290368853353,7621968.197460005,737299.5,0.8575661220112163,0.7907418826925574
2019-08-28 15:00:00,1.1729,59343.47601565,1965.0,2304.7485,10222.0,634.07188646,6481482.82339412,4710.1122563493,7577243.280829971,737299.625,0.8579475706300997,0.7933773998665786
2019-08-28 18:00:00,1.158,109543.41081384,39707.0,45980.706,10213.0,6649.56861087,67912044.2228153,6328.566912963053,9943313.906005867,737299.75,0.8151563795137234,0.7942314774997999
2019-08-28 21:00:00,1.1579,221397.99400249,3557.0,4118.650299999999,9677.80147332,628.61955167,6083655.223309684,6241.903516376266,9791954.741978565,737299.875,0.8284684696480298,0.7955741046428678
2019-08-29 00:00:00,1.1575,241512.95741768,13319.0,15416.7425,9727.6,520.88626459,5066973.227425684,6601.701123577197,9606661.349251002,737300.0,0.8216301962115844,0.7965959121553665
2019-08-29 03:00:00,1.1395,305623.21586734,3777.0,4303.8915,9686.1,1030.89032513,9985306.778241694,6511.5909422604445,9621510.189603578,737300.125,0.8539082763203937,0.7988434558481127
2019-08-29 06:00:00,1.148,197201.95240138,7827.0,8985.395999999999,9610.1,2654.57817487,25510761.71831819,6608.602905309054,10244618.092690425,737300.25,0.9046997576972454,0.8029946833716081
2019-08-29 09:00:00,1.14,11754.39791516,2577.0,2937.7799999999997,9429.0,378.97227178,3573329.5506136203,6464.64906588517,9982998.93417761,737300.375,0.9377319467265008,0.8082784976208195
2019-08-29 12:00:00,1.14,10274.01893512,3461.0,3945.5399999999995,9478.0,640.37461684,6069470.61840952,6365.860475066143,9829527.235520037,737300.5,0.943984640518618,0.8136003071462233
2019-08-29 15:00:00,1.1436,40261.44137889,8163.0,9335.2068,9424.5,1141.13661287,10754642.007993314,6482.305428985118,9865806.246205263,737300.625,0.9499141958775399,0.8189459498415691
2019-08-29 18:00:00,1.1399,6008.93395281,2408.0,2744.8792,9555.0,423.06177645,4042355.2739797505,6335.739694515113,9637435.619843477,737300.75,0.9530764825261601,0.8242059707311609
2019-08-29 21:00:00,1.1399,2055.31879427,1835.0,2091.7165,9549.9,291.17799641,2780720.747915859,6169.307412377266,9368544.840552198,737300.875,0.9550059255386858,0.8293353807236128
2019-08-30 00:00:00,1.1396,133908.48332985,12892.0,14691.723199999999,9509.5,545.83628189,5190630.122632955,6503.519796205608,9204705.04769262,737301.0,0.9497510158035334,0.8340575624914528
2019-08-30 03:00:00,1.1451,35773.18879197,1062.0,1216.0962,9460.18525366,171.81465123,1625398.4299287822,6296.169851256369,8907477.337192077,737301.125,0.9458557269425903,0.8384418042346347
2019-08-30 06:00:00,1.1454,17137.91787238,2655.0,3041.037,9519.39059421,565.22922292,5380637.748237275,6168.517582579649,8769169.902331105,737301.25,0.9429326937239607,0.8425394861753925
2019-08-30 09:00:00,1.143,26350.485117400003,3934.0,4496.562,9540.0,878.06434283,8376733.8305982,6102.95069698829,8753780.252459226,737301.375,0.9429110971639474,0.8464756277827868
2019-08-30 12:00:00,1.1428,6674.02400582,2215.0,2531.302,9600.0,340.80091057,3271688.741472,5962.886042204435,8538796.271636197,737301.5,0.9326490737176685,0.8498549786037626
2019-08-30 15:00:00,1.1435,7417.26611445,1905.0,2178.3675,9607.474612,422.04812204,4054816.6175415777,5814.473550353281,8362953.932259938,737301.625,0.9218442842644259,0.852678088629671
2019-08-30 18:00:00,1.1436,7185.42544526,3301.0,3775.0236,9560.0,563.29661857,5385115.673529199,5734.495120927662,8246175.96132932,737301.75,0.9085852339234356,0.8548705257000146
2019-08-30 21:00:00,1.1395,18626.44419211,1447.0,1648.8564999999999,9653.1,267.68625181,2584002.157347111,5574.273998538342,8024129.929800606,737301.875,0.8913060813585812,0.8562993710199585
2019-08-31 00:00:00,1.1377,10608.73292734,10688.0,12159.737599999999,9600.7,179.59237024,1724212.468963168,5832.527473105466,7777074.343101099,737302.0,0.8561671351026966,0.8562941852977128
2019-08-31 03:00:00,1.1393,17814.74289863,506.0,576.4858,9638.140338,62.92050985,606436.7040728113,5626.4081918072125,7495872.867060774,737302.125,0.9010035867062512,0.8580474951568712
2019-08-31 06:00:00,1.1426,5830.80615895,1267.0,1447.6742000000002,9632.7,231.87516227,2233583.875598229,5462.536270559871,7289508.592885772,737302.25,0.926196652027903,0.8607200111125979
2019-08-31 09:00:00,1.1428,809825.67038929,2126.0,2429.5928,9584.0,244.39145717,2342247.72551728,5343.597310930072,7095498.36279289,737302.375,0.9487209561116356,0.8641710285635406
2019-08-31 12:00:00,1.1205,32370.76288478,2807.0,3145.2435,9585.59522234,713.67806312,6841029.032131937,5257.387357560266,7085519.173355205,737302.5,0.9577383996384417,0.8678403372331445
2019-08-31 15:00:00,1.1225,20637.17303476,1367.0,1534.4575,9589.2537735,212.45046259,2037241.400072978,5111.390108244177,6887547.495971588,737302.625,0.9612255554829583,0.8715025026547057
2019-08-31 18:00:00,1.1287,9988.743077299998,3050.0,3442.5350000000003,9610.5,637.33617754,6125119.33424817,5045.94480988166,6857648.352374592,737302.75,0.9599546348037605,0.8749712137193746
2019-08-31 21:00:00,1.1329,4194.90878406,3892.0,4409.2468,9517.1,471.85169834,4490659.798271614,5020.9762604745365,6764825.271821534,737302.875,0.961961672138346,0.8783826042456088
2019-09-01 00:00:00,1.1384,47550.60656644,10956.0,12472.3104,9617.8,162.4350497,1562267.8210046599,5313.185442416711,6560803.411005186,737303.0,0.9572617482395538,0.8814759040100772
2019-09-01 03:00:00,1.1451,10509.81294905,690.0,790.119,9630.1,81.34706687,783380.388664787,5135.810287812134,6334237.802285954,737303.125,0.9530039161831222,0.8842809240952947
2019-09-01 06:00:00,1.1454,20332.68701313,1508.0,1727.2631999999999,9630.5,124.70836847,1201003.942550335,5002.1417745645995,6132934.5136688715,737303.25,0.9538354674025956,0.8870085532446006
2019-09-01 09:00:00,1.1403,34518.29827556,938.0,1069.6014,9610.0,122.79874719,1180095.9604959,4847.924504973831,5938705.550799343,737303.375,0.9612019494767648,0.8899180981948815
2019-09-01 12:00:00,1.125,16972.03711996,1491.0,1677.375,9599.3,176.05137956,1689970.0078103077,4723.589230268975,5772088.470682126,737303.5,0.9628252149712825,0.8927772008135639
2019-09-01 15:00:00,1.1344,260322.85159689,3229.0,3662.9776,9597.0,509.5101063,4889768.4901611,4681.996617317251,5737487.687132281,737303.625,0.9638530632819803,0.8955644895378155
2019-09-01 18:00:00,1.1368,5629.51872849,2510.0,2853.368,9617.3,255.76796908,2459797.2890330837,4610.285691147947,5608950.80877545,737303.75,0.9636277349941353,0.8982336364184555
2019-09-01 21:00:00,1.1382,57211.713100099994,7071.0,8048.212200000001,9653.6,1441.46280764,13915305.359833503,4745.106338553909,5934690.202934589,737303.875,0.9589549861242535,0.9006148658186829
2019-09-02 00:00:00,1.1528,40872.18139557,12305.0,14185.204,9779.1,557.31295532,5450019.121369813,5115.306246845913,5915683.493853617,737304.0,0.9349777508398059,0.9019624299371582
2019-09-02 03:00:00,1.1461,21983.89337394,1534.0,1758.1173999999999,9794.15544652,217.55218983,2130739.9649258475,4983.651782263721,5767254.33585645,737304.125,0.916573315496388,0.9025354058414418
2019-09-02 06:00:00,1.1365,189504.55658999,1720.0,1954.7800000000002,9785.0,186.67668486,1826631.3613551,4864.872496684751,5612720.101562279,737304.25,0.9020964106958623,0.9025181903455367
2019-09-02 09:00:00,1.1257,68382.61470742,3975.0,4474.657499999999,9776.4,1281.0080283,12523646.887872119,4849.569947795153,5883736.838280312,737304.375,0.9001947519249728,0.9024270751133577
2019-09-02 12:00:00,1.1349,101816.54455352,8361.0,9488.8989,9863.6,2656.21616953,26199853.80977611,5031.5044165090685,6680447.307750735,737304.5,0.864557524202051,0.9009419946854633
2019-09-02 15:00:00,1.1413,53272.01170819,11654.0,13300.7102,9919.16887523,2461.56152032,24416644.416821983,5355.786996253811,7375984.449282941,737304.625,0.8489077580472862,0.898901436385927
2019-09-02 18:00:00,1.1389,15845.81058601,12748.0,14518.6972,10098.0,2661.78944906,26878749.85660788,5715.116808165426,8140798.7789819585,737304.75,0.8846765418905883,0.8983435973861098
2019-09-02 21:00:00,1.1451,10583.80782834,5141.0,5886.9591,10422.43149678,1118.18319478,11654187.748445157,5721.855721570703,8278578.73856875,737304.875,0.9108979082926214,0.8988359233040122
2019-09-03 00:00:00,1.145,53648.38047155,7781.0,8909.245,10388.0,946.41323944,9831340.73130272,5846.851379548323,8339471.365734789,737305.0,0.930363804227947,0.9000723107912253
2019-09-03 03:00:00,1.1372,49907.83214837,4519.0,5139.0068,10398.0,920.66868585,9573112.9954683,5819.092768585644,8387849.468861593,737305.125,0.945267153448585,0.9018446575621022
2019-09-03 06:00:00,1.14,21621.15133666,2130.0,2428.2,10435.198649400001,326.09141706,3402828.714885445,5686.116581582285,8192358.458901744,737305.25,0.9554438098952803,0.9039465851045798
2019-09-03 09:00:00,1.1415,7164.515051800001,6388.0,7291.902,10387.0,1145.41741145,11897450.652731149,5749.088558775136,8337656.191993093,737305.375,0.9638983101531201,0.906297633145699
2019-09-03 12:00:00,1.1418,116648.40911688,16559.0,18907.066199999997,10447.0,4848.12980073,50648412.02822631,6265.0876819604255,9996901.5189042,737305.5,0.9759822310811873,0.9090303624765025
2019-09-03 15:00:00,1.1278,40590.28605949,5826.0,6570.5628,10646.0,904.06299252,9624654.61836792,6277.067098354134,9982303.60123611,737305.625,0.9812433620027862,0.9118622448108665
2019-09-03 18:00:00,1.1337,18447.60752823,2314.0,2623.3817999999997,10620.0,381.56831602,4052255.5161324,6133.785321948089,9749752.695937926,737305.75,0.9824036411332936,0.9146285740784127
2019-09-03 21:00:00,1.1285,9082.9602282,6662.0,7518.067,10720.0,1267.01349451,13582384.661147201,6188.070877950125,9900051.988691231,737305.875,0.9829459001059462,0.9173076849030218
2019-09-04 00:00:00,1.1285,17733.77368799,13650.0,15404.025000000001,10641.04817556,560.89675181,5968529.35752533,6549.480843520708,9745874.630606294,737306.0,0.9778625328528343,0.9196823848226223
2019-09-04 03:00:00,1.1241,45611.841208699996,1961.0,2204.3601000000003,10565.0,335.836967,3548117.556355,6379.083951617935,9502825.333576832,737306.125,0.975950879505235,0.9218889924572345
2019-09-04 06:00:00,1.1246,5480.84023402,2578.0,2899.2188,10584.03097907,346.71042473,3669593.8761088373,6242.618651554487,9274071.158774165,737306.25,0.9745937827727393,0.9239558469794112
2019-09-04 09:00:00,1.125,14581.64764293,4918.0,5532.75,10532.0,1160.47243279,12222095.662144281,6214.780665219017,9389679.962827895,737306.375,0.9745869677583642,0.9259413811276055
2019-09-04 12:00:00,1.1245,51605.15550371,4489.0,5047.8805,10547.0,699.86909768,7381519.37323096,6169.019874426114,9310928.567157427,737306.5,0.9762637836226428,0.9279148086764305
2019-09-04 15:00:00,1.1135,30232.11675449,3993.0,4446.2055,10423.0,762.89823107,7951688.262442609,6101.458526409404,9257625.025796061,737306.625,0.9750523874858624,0.9297633411787611
2019-09-04 18:00:00,1.1124,24143.70769241,7997.0,8895.8628,10666.92689913,1779.41729068,18980914.162731517,6211.043007726682,9638930.482146472,737306.75,0.9701567555684525,0.9313473966450235
2019-09-04 21:00:00,1.1109,189246.87092742,3574.0,3970.3566,10629.0,608.62189345,6469042.10548005,6123.172952521714,9514621.134041905,737306.875,0.9546482756440788,0.9322611566057708
2019-09-05 00:00:00,1.1046,26106.93698804,4438.0,4902.2148,10591.0,262.61473898,2781352.70053718,6075.292240658117,9250571.391551524,737307.0,0.9311660932148421,0.9322182129433815
2019-09-05 03:00:00,1.1002,101842.24467315,1594.0,1753.7188,10558.0,276.9928338,2924490.3392604003,5905.818772397015,9002489.781657755,737307.125,0.8997245991662862,0.9309439535795738
2019-09-05 06:00:00,1.1097,143317.5894835,2164.0,2401.3907999999997,10624.0,328.32380646,3488112.11983104,5768.390224459878,8786239.677272394,737307.25,0.882356739525328,0.9290385726362701
2019-09-05 09:00:00,1.1029,18622.70642879,5275.0,5817.7975,10603.0,686.39453842,7277841.29086726,5770.327764677138,8727086.799374154,737307.375,0.8695126946157886,0.9267042244786041
2019-09-05 12:00:00,1.1019,11933.23299507,2875.0,3167.9625,10592.0,391.90975502,4151108.1251718397,5668.274224885878,8547636.65528779,737307.5,0.8771492718881971,0.9247608930044705
2019-09-05 15:00:00,1.1006,334605.20220257,13977.0,15383.0862,10561.513688,368.12322338,3887938.4625985515,6049.247243517804,8364903.392829387,737307.625,0.8250630307676221,0.920851172916751
2019-09-05 18:00:00,1.0901,481621.54811385,3895.0,4245.9395,10511.0,453.15704333,4763133.68244163,5978.529292791616,8223657.52183379,737307.75,0.7638578243182076,0.9146945710109258
2019-09-05 21:00:00,1.0736,96808.61586774,2901.0,3114.5136,10518.91732235,244.89836709,2576065.6757982303,5866.214951897828,8002183.33179318,737307.875,0.7381884073137548,0.9077727606698602
2019-09-06 00:00:00,1.071,187227.60210165,13825.0,14806.574999999999,10579.0,532.00684795,5628100.444463049,6216.817306725364,7909082.042093959,737308.0,0.5885157207604185,0.895252876751843
2019-09-06 03:00:00,1.065,116239.75322051,5239.0,5579.535,10675.0,921.34477401,9835355.46255675,6191.825843716526,7984622.176229754,737308.125,0.4797930849069676,0.8789603358951812
2019-09-06 06:00:00,1.0714,122864.29205976,23586.0,25270.040399999998,10723.97772,817.01120264,8761609.934101766,6939.991120433525,8015092.284381598,737308.25,0.12766288719490268,0.8494976908481114
2019-09-06 09:00:00,1.0683,82618.19627335,8725.0,9320.9175,10729.0,1943.53029452,20852136.52990508,7033.360782377308,8518505.784206048,737308.375,0.023508187091547804,0.817105945602756
2019-09-06 12:00:00,1.068,53841.79985183,5697.0,6084.396000000001,10900.0,1130.6203152,12323761.43568,6996.146477186041,8667731.496028556,737308.5,-0.08553978599776026,0.7817080737752847
2019-09-06 15:00:00,1.0689,78816.77323754,8000.0,8551.199999999999,10860.0,3277.16534888,35590015.6888368,7057.128968276785,9723507.346726919,737308.625,0.06063811947907477,0.7534308206656294
2019-09-06 18:00:00,1.0635,38657.20372894,168167.0,178845.6045,10436.0,1959.08004047,20444959.302344922,13793.931930305145,10143956.443025663,737308.75,0.4604312100074062,0.741940639855503
2019-09-06 21:00:00,1.0616,26972.97975726,3355.0,3561.668,10359.0,697.43901254,7224770.730901861,13392.666678136316,10029478.571961984,737308.875,0.5871144298930746,0.735869023778545
2019-09-07 00:00:00,1.0603,4612.15039495,5036.0,5339.6708,10311.0,291.65425663,3007247.04011193,13076.862918209403,9754096.943261981,737309.0,0.6432164716308022,0.7322355903609865
2019-09-07 03:00:00,1.06,50659.66433977,948.0,1004.88,10349.00422509,126.33943953,1307487.3934914728,12603.451823377662,9422857.353074903,737309.125,0.6656937966821121,0.7296261082559327
2019-09-07 06:00:00,1.0635,11896.76804216,1647.0,1751.5844999999997,10375.0,367.75900408,3815499.66733,12177.888398931478,9202960.973241769,737309.25,0.7083907299467938,0.728793348322241
2019-09-07 09:00:00,1.0659,8173.1397715,,,10420.47494121,306.77378696,3196728.5596367754,11769.013736228282,8967422.447218044,737309.375,0.7424575116215969,0.7293291978633922
2019-09-07 12:00:00,1.0659,31233.15568157,,,10440.0,295.44239337,3084418.5867828,11376.173374023252,8736716.413475486,737309.5,0.7543516460870823,0.7303104703427526
2019-09-07 15:00:00,1.0671,19294.779067,14648.0,15630.880799999999,10439.0,1280.8082795,13370357.6297005,11543.024645630183,8918427.833719604,737309.625,0.769813350566774,0.7318596029005574
2019-09-07 18:00:00,1.0658,3512.6829596999996,3482.0,3711.1156,10530.0,345.58580725,3639018.5503425,11235.890957566255,8711392.175547952,737309.75,0.7680719819075392,0.7332796961949488
2019-09-07 21:00:00,1.0649,3541.26822297,2600.0,2768.74,10530.0,361.94317497,3811261.6324341,10903.845821975421,8519230.193465056,737309.875,0.7613773579296734,0.734381565282585
2019-09-08 00:00:00,1.0651,1542.75376622,4457.0,4747.1507,10490.0,127.23620249,1334707.7641201,10662.406797584228,8237484.215843685,737310.0,0.7356236885979096,0.734430276000833
2019-09-08 03:00:00,1.0638,28322.76500209,4243.0,4513.7034,10500.0,303.19377235,3183534.609675,10421.281174149553,8039290.113640991,737310.125,0.6946339100757352,0.7328696341998487
2019-09-08 06:00:00,1.0692,46299.01645097,1842.0,1969.4663999999998,10565.0,184.10817708,1945102.8908501999,10089.837457516238,7800302.379413901,737310.25,0.6461811186869795,0.7294700845718931
2019-09-08 09:00:00,1.0684,19752.76670249,9117.0,9740.6028,10536.0,1364.38164111,14375124.97073496,10076.141980750896,8058138.559465707,737310.375,0.6036745861564304,0.7245369277712868
2019-09-08 12:00:00,1.0715,25617.30991693,2826.0,3028.0589999999997,10413.98962494,355.3750674,3700872.2648659535,9799.746569741057,7887265.371442188,737310.5,0.5545926146517687,0.7178724449038547
2019-09-08 15:00:00,1.0716,6658.9039705,3291.0,3526.6356000000005,10433.0,337.11123507,3517081.51548531,9553.742217986506,7715885.612385055,737310.625,0.5162728543253973,0.7099665786066603
2019-09-08 18:00:00,1.0716,13764.01355871,1770.0,1896.7320000000002,10391.0,463.33878839999994,4814553.350264399,9253.46730747723,7602107.876615617,737310.75,0.49710455489947736,0.7016190482652022
2019-09-08 21:00:00,1.0716,22451.76912177,1829.0,1959.9564000000003,10364.27692404,370.81396639,3843218.634967621,8967.447271889889,7454700.455374519,737310.875,0.5526649053753788,0.6957777093283464
2019-09-09 00:00:00,1.069,11268.442374299999,13333.0,14252.976999999999,10412.0,301.06675984,3134707.10345408,9174.72294750205,7285288.95137764,737311.0,0.6512524386127592,0.6940316202806763
2019-09-09 03:00:00,1.0681,3890.35495639,3065.0,3273.7265,10331.0,299.58665033,3095029.6845592298,8943.311322109814,7120965.058561231,737311.125,0.9940742991626507,0.7057979998446753
2019-09-09 06:00:00,1.0685,63744.68760669,8418.0,8994.633,10338.0,1536.49582994,15884293.88991972,8945.323936929037,7464625.012732152,737311.25,0.9921681270020065,0.7170282009096687
2019-09-09 09:00:00,1.0566,34816.18012781,9212.0,9733.3992,10171.95838416,1223.11798134,12441505.205108266,8976.228849206329,7659796.784982195,737311.375,0.9862885700079984,0.7275874310703875
2019-09-09 12:00:00,1.0636,357326.02456949,4169.0,4434.1484,10456.0,489.35839542,5116731.38251152,8798.10804727667,7560068.729983345,737311.5,0.9789458229779692,0.7374446229099005
2019-09-09 15:00:00,1.0535,9437.70994197,4554.0,4797.639,10373.0,570.55568102,5918374.07922046,8641.22690816778,7495688.547600486,737311.625,0.9701319574263474,0.7465696164203495
2019-09-09 18:00:00,1.0538,18981.66762919,2288.0,2411.0944,10293.0,443.62980556,4566281.58862908,8396.907986278848,7380809.843327098,737311.75,0.9605292533869156,0.7549601904190384
2019-09-09 21:00:00,1.0529,2712.18792801,1991.0,2096.3239,10243.91321638,337.72193028,3459594.145056657,8149.826257405167,7227036.678689041,737311.875,0.9533381970340101,0.7627397200902137
2019-09-10 00:00:00,1.0534,15897.50674078,13666.0,14395.764399999998,10317.363817,228.97090699999998,2362376.1510274718,8394.76500809516,7036265.677604274,737312.0,0.9485093737425986,0.77002480454717
2019-09-10 03:00:00,1.052,17188.4893874,1780.0,1872.5600000000002,10303.87384408,245.38504691,2528416.566584293,8138.992262679664,6859487.281093687,737312.125,0.939020816695175,0.7766520991412095
2019-09-10 06:00:00,1.053,16954.79203627,1682.0,1771.146,10297.0,139.16206618,1432951.7954554602,7889.272801398109,6646681.967931404,737312.25,0.9278367231826934,0.7825809079271501
2019-09-10 09:00:00,1.0537,128472.56808368,2984.0,3144.2408,10276.215678,433.03843778,4449996.383491464,7703.193115068771,6560537.435208268,737312.375,0.9199970496178016,0.7879697762287442
2019-09-10 12:00:00,1.0506,38148.3756693,3114.0,3271.5684,10271.0,357.77707808,3674728.36895968,7529.40391055627,6447368.452218127,737312.5,0.9186617167800231,0.79309495036801
2019-09-10 15:00:00,1.057,2511554.50292233,8294.0,8766.758,10220.09724701,318.00692713,3250061.720491423,7577.927600338377,6321983.874503355,737312.625,0.9198461147263629,0.798065584264416
2019-09-10 18:00:00,1.057,24724.62052979,10162.0,10741.233999999999,10232.0,1864.13236364,19073802.34476448,7701.978831697656,6822055.187062615,737312.75,0.9247488530331592,0.8030335555886804
2019-09-10 21:00:00,1.0577,20394.85734774,2042.0,2159.8234,10078.0,625.19246809,6300689.693411021,7484.63940300363,6801609.481429218,737312.875,0.9050685157148997,0.8070349265740223
2019-09-11 00:00:00,1.0584,70551.24482217,15226.0,16115.1984,10121.75849382,668.87097579,6770150.480472104,7823.092697003488,6800375.795117174,737313.0,0.8927067776358903,0.8103946070078211
2019-09-11 03:00:00,1.0579,22817.97419684,1594.0,1686.2926,10084.0,250.10318512,2522040.51875008,7582.433869670018,6632597.941141994,737313.125,0.887476077407986,0.8134174097686119
2019-09-11 06:00:00,1.06,19327.96027667,6734.0,7138.04,10041.9180833,1180.55774652,11855064.183159083,7565.006659094723,6837400.538868154,737313.25,0.8684868235377577,0.8155769946223038
2019-09-11 09:00:00,1.0567,28208.14225649,3418.0,3611.8006,10014.0,366.06198221,3665744.68985094,7409.978970502772,6713021.878122381,737313.375,0.8578927940511716,0.8172364377371614
2019-09-11 12:00:00,1.0631,44578.42113489,3048.0,3240.3288,10075.0,358.0157982,3607009.166865,7246.4632775418795,6591217.458073072,737313.5,0.8762505333834122,0.8195507159977986
2019-09-11 15:00:00,1.0657,101249.95393794,4404.0,4693.3428,10045.0,649.12073548,6520417.7878966,7146.340905873571,6588441.000419092,737313.625,0.9032762962371053,0.8228340720856145
2019-09-11 18:00:00,1.0682,22516.21121936,2185.0,2334.0170000000003,10081.0,370.92678277,3739312.89710437,6957.622321329509,6476710.486563613,737313.75,0.8936801024233552,0.8256123477851338
2019-09-11 21:00:00,1.0685,7727.8020307,3730.0,3985.505,10126.0,512.20975136,5186635.94227136,6841.068700885215,6426119.327963917,737313.875,0.8667909497569236,0.8272271949212824
2019-09-12 00:00:00,1.0685,65783.68187468,5176.0,5530.556,10175.0,469.11900406,4773285.866310501,6789.6760459485395,6361302.3294677045,737314.0,0.8418797590301266,0.827801805278492
2019-09-12 03:00:00,1.0695,48079.64361238,881.0,942.2294999999999,10135.16929223,174.73800166,1770999.228610067,6560.364416695656,6181290.443159562,737314.125,0.8313246781010963,0.8279399571538882
