timestamp,open,high,low,close,volume
2019-05-24 06:00:00,1.1023,1.1425,1.0873,1.1425,187323.52695091
2019-05-24 09:00:00,1.1425,1.1849,1.1425,1.1799,385845.33214897
2019-05-24 12:00:00,1.1799,1.2198,1.1788,1.2099,437025.22263376
2019-05-24 15:00:00,1.207,1.2274,1.207,1.2169,84093.38086492
2019-05-24 18:00:00,1.2209,1.2209,1.204,1.2209,113858.93368574
2019-05-24 21:00:00,1.22,1.2202,1.1886,1.1919,50511.08367123
2019-05-25 00:00:00,1.1972,1.2209,1.1972,1.2209,25629.16327607
2019-05-25 03:00:00,1.2209,1.2288,1.2115,1.2199,43854.75835956
2019-05-25 06:00:00,1.2201,1.2387,1.2108,1.2319,301315.54821192
2019-05-25 09:00:00,1.2365,1.2681,1.2221,1.2462,149686.54517684
2019-05-25 12:00:00,1.2462,1.261,1.23,1.239,43763.45214281
2019-05-25 15:00:00,1.2458,1.3056,1.2458,1.3056,905451.31852809
2019-05-25 18:00:00,1.3055,1.3519,1.3055,1.3518,596327.96744814
2019-05-25 21:00:00,1.3518,1.3519,1.32,1.32,108415.47934881
2019-05-26 00:00:00,1.3236,1.3812,1.3,1.3812,267242.75253495
2019-05-26 03:00:00,1.3812,1.4151,1.3812,1.4151,364288.96475203004
2019-05-26 06:00:00,1.415,1.4244,1.4062,1.4244,215136.73408573
2019-05-26 09:00:00,1.425,1.4984,1.4001,1.4371,665859.43525069
2019-05-26 12:00:00,1.4291,1.4747,1.4161,1.4747,127164.60802244
2019-05-26 15:00:00,1.4763,1.4948,1.4507,1.467,464197.89718698
2019-05-26 18:00:00,1.467,1.495,1.4645,1.492,97358.83013898
2019-05-26 21:00:00,1.495,1.4994,1.4741,1.49,101297.02551353
2019-05-27 00:00:00,1.4932,1.499,1.465,1.475,223932.18517888
2019-05-27 03:00:00,1.4937,1.4937,1.46,1.46,185778.75755922
2019-05-27 06:00:00,1.47,1.4746,1.35,1.4158,268408.56896827
2019-05-27 09:00:00,1.4101,1.45,1.41,1.45,113736.45956948
2019-05-27 12:00:00,1.45,1.4667,1.436,1.4527,83658.9047998
2019-05-27 15:00:00,1.4528,1.49,1.4235,1.4336,272523.6077396
2019-05-27 18:00:00,1.4315,1.4599,1.4217,1.4546,77194.92990799
2019-05-27 21:00:00,1.4546,1.4546,1.3837,1.3837,99759.03069968
2019-05-28 00:00:00,1.3877,1.4,1.3816,1.39,113696.0557684
2019-05-28 03:00:00,1.3901,1.3901,1.3,1.312,260668.46239757
2019-05-28 06:00:00,1.3191,1.3707,1.3191,1.3574,491338.48482777
2019-05-28 09:00:00,1.3574,1.419,1.3574,1.419,60851.63908007
2019-05-28 12:00:00,1.4399,1.4784,1.4399,1.4659,264493.45046134
2019-05-28 15:00:00,1.4659,1.4692,1.4471,1.4546,57065.3084473
2019-05-28 18:00:00,1.4546,1.4546,1.4521,1.4521,4448.35435605
2019-05-28 21:00:00,1.4522,1.4522,1.4499,1.45,22808.56114748
2019-05-29 00:00:00,1.4515,1.4516,1.4125,1.4125,40960.19254856
2019-05-29 03:00:00,1.4221,1.4469,1.413,1.4469,66527.22161601
2019-05-29 06:00:00,1.438,1.49,1.4349,1.49,270686.2160026
2019-05-29 09:00:00,1.4902,1.4932,1.485,1.485,141938.5042898
2019-05-29 12:00:00,1.485,1.5165,1.45,1.5162,1336963.48667719
2019-05-29 15:00:00,1.5128,1.534,1.4976,1.5,433004.96134198
2019-05-29 18:00:00,1.4998,1.5263,1.4934,1.5155,171071.39322191
2019-05-29 21:00:00,1.5153,1.5256,1.5128,1.5255,42289.30284034
2019-05-30 00:00:00,1.5254,1.535,1.4994,1.5277,167984.56102375
2019-05-30 03:00:00,1.5275,1.53,1.47,1.4787,178588.94663117
2019-05-30 06:00:00,1.4787,1.535,1.4786,1.5103,167552.17875816
2019-05-30 09:00:00,1.52,1.5276,1.47,1.4906,488381.71442714
2019-05-30 12:00:00,1.4904,1.5,1.4653,1.4943,85031.55213879
2019-05-30 15:00:00,1.4834,1.5173,1.46,1.46,297285.52867935
2019-05-30 18:00:00,1.463,1.493,1.45,1.4927,130327.22786915
2019-05-30 21:00:00,1.4927,1.4927,1.4,1.4021,271910.79789491
2019-05-31 00:00:00,1.4026,1.4204,1.4025,1.4204,131523.37719406
2019-05-31 03:00:00,1.4204,1.4345,1.4188,1.4345,57453.72484326
2019-05-31 06:00:00,1.4345,1.506,1.4345,1.4999,117249.81192008
2019-05-31 09:00:00,1.4999,1.5,1.4649,1.474,121610.03718892
2019-05-31 12:00:00,1.472,1.4773,1.4634,1.4773,45296.79717158
2019-05-31 15:00:00,1.4773,1.4837,1.47,1.4808,114883.75137241
2019-05-31 18:00:00,1.4682,1.478,1.4555,1.478,55667.97863486
2019-05-31 21:00:00,1.4772,1.4973,1.4669,1.4896,92982.1039904
2019-06-01 00:00:00,1.496,1.496,1.4886,1.4956,16449.55947134
2019-06-01 03:00:00,1.491,1.491,1.4536,1.4649,105356.96737741001
2019-06-01 06:00:00,1.4654,1.4706,1.4562,1.4699,27344.07920616
2019-06-01 09:00:00,1.4695,1.4809,1.46,1.4802,108458.04526837
2019-06-01 12:00:00,1.4802,1.4824,1.46,1.462,100387.67273465
2019-06-01 15:00:00,1.4784,1.4886,1.425,1.4334,79433.35764892
2019-06-01 18:00:00,1.4334,1.4335,1.4142,1.4299,10512.97916552
2019-06-01 21:00:00,1.4299,1.4299,1.4,1.4055,48960.69147109
2019-06-02 00:00:00,1.4164,1.4273,1.4164,1.42,18250.76379541
2019-06-02 03:00:00,1.4203,1.4349,1.4202,1.424,56022.01041488
2019-06-02 06:00:00,1.4239,1.4799,1.4239,1.476,182236.4120554
2019-06-02 09:00:00,1.4759,1.479,1.44,1.445,82543.12767274
2019-06-02 12:00:00,1.4401,1.4445,1.425,1.4251,28202.783182940002
2019-06-02 15:00:00,1.4326,1.4327,1.4123,1.4228,78049.93290177001
2019-06-02 18:00:00,1.4227,1.4229,1.4055,1.4129,26965.61768456
2019-06-02 21:00:00,1.4128,1.4364,1.4112,1.4235,92322.77382035
2019-06-03 00:00:00,1.4217,1.4348,1.4217,1.4348,85576.92899345
2019-06-03 03:00:00,1.4349,1.4355,1.4273,1.4273,16301.036980629999
2019-06-03 06:00:00,1.4191,1.4274,1.419,1.425,20824.02519798
2019-06-03 09:00:00,1.425,1.425,1.4212,1.4225,8250.95707253
2019-06-03 12:00:00,1.4212,1.425,1.4192,1.4192,29247.50200842
2019-06-03 15:00:00,1.4206,1.4206,1.4142,1.4189,2180.10403241
2019-06-03 18:00:00,1.419,1.4217,1.4185,1.42,12215.81658553
2019-06-03 21:00:00,1.4184,1.4208,1.402,1.4079,47184.5319905
2019-06-04 00:00:00,1.402,1.4042,1.3952,1.3952,102267.29621456
2019-06-04 03:00:00,1.3953,1.3953,1.3809,1.3809,30796.009035349998
2019-06-04 06:00:00,1.3808,1.4322,1.3477,1.4264,385780.88121651
2019-06-04 09:00:00,1.4311,1.4762,1.4307,1.4751,132503.77547086
2019-06-04 12:00:00,1.4751,1.4762,1.4589,1.4762,93484.63053053
2019-06-04 15:00:00,1.4741,1.4967,1.4741,1.4918,143707.43182377
2019-06-04 18:00:00,1.485,1.4903,1.4493,1.4544,137722.4325084
2019-06-04 21:00:00,1.4579,1.4699,1.4555,1.4686,85500.16386562
2019-06-05 00:00:00,1.47,1.476,1.4428,1.4527,203534.14466271
2019-06-05 03:00:00,1.4531,1.4531,1.44,1.4433,37163.77503404
2019-06-05 06:00:00,1.4429,1.4558,1.44,1.4508,70981.04505766
2019-06-05 09:00:00,1.45,1.4911,1.45,1.4868,26549.733088650002
2019-06-05 12:00:00,1.4839,1.4907,1.4663,1.4695,23552.55865855
2019-06-05 15:00:00,1.4729,1.504,1.4663,1.5035,69467.79930665
2019-06-05 18:00:00,1.5036,1.5099,1.4561,1.4561,139354.58565366
2019-06-05 21:00:00,1.4561,1.4861,1.454,1.4849,57712.12433374
2019-06-06 00:00:00,1.4834,1.5044,1.4834,1.5044,21983.71485772
2019-06-06 03:00:00,1.5045,1.507,1.495,1.4965,52075.34646354
2019-06-06 06:00:00,1.4985,1.5,1.4767,1.4999,51151.22598708
2019-06-06 09:00:00,1.4999,1.5,1.4751,1.4917,39481.91110967
2019-06-06 12:00:00,1.4832,1.6187,1.4832,1.606,918783.87041178
2019-06-06 15:00:00,1.6079,1.64,1.6079,1.6342,162813.47375302
2019-06-06 18:00:00,1.6309,1.6342,1.6,1.62,147837.7923189
2019-06-06 21:00:00,1.62,1.6475,1.6199,1.645,65192.60279953
2019-06-07 00:00:00,1.645,1.6599,1.642,1.6598,150764.18834753
2019-06-07 03:00:00,1.6598,1.66,1.629,1.6295,224703.25949443
2019-06-07 06:00:00,1.6332,1.66,1.6173,1.66,36929.84127248
2019-06-07 09:00:00,1.6599,1.6768,1.658,1.6768,120476.42692963
2019-06-07 12:00:00,1.6768,1.7,1.6768,1.6999,198327.88749236
2019-06-07 15:00:00,1.6998,1.6998,1.669,1.6953,176047.75650431
2019-06-07 18:00:00,1.6953,1.6999,1.652,1.656,338931.02233883
2019-06-07 21:00:00,1.656,1.6896,1.656,1.6896,48747.38797225
2019-06-08 00:00:00,1.6895,1.6998,1.6892,1.6998,10062.32198346
2019-06-08 03:00:00,1.6998,1.6998,1.6578,1.6578,173451.18060487
2019-06-08 06:00:00,1.6637,1.6779,1.6475,1.6718,222204.62265061
2019-06-08 09:00:00,1.6701,1.6701,1.6485,1.6508,110173.67561602
2019-06-08 12:00:00,1.6573,1.7299,1.641,1.7289,486233.91681753
2019-06-08 15:00:00,1.7259,1.7259,1.7,1.7099,190084.57967095
2019-06-08 18:00:00,1.71,1.7181,1.6988,1.7104,59893.50136684
2019-06-08 21:00:00,1.7122,1.725,1.7102,1.724,32743.30754118
2019-06-09 00:00:00,1.724,1.725,1.7,1.7,66995.26314668
2019-06-09 03:00:00,1.71,1.7324,1.7,1.7299,118435.75014415
2019-06-09 06:00:00,1.73,1.735,1.6983,1.7288,131159.66621652
2019-06-09 09:00:00,1.7285,1.77,1.7285,1.769,765932.97252048
2019-06-09 12:00:00,1.7687,1.769,1.7362,1.75,159715.68822046
2019-06-09 15:00:00,1.75,1.7623,1.6999,1.7,576413.92542294
2019-06-09 18:00:00,1.7089,1.72,1.7062,1.7199,147249.74969785
2019-06-09 21:00:00,1.7199,1.7551,1.7198,1.749,42221.37981352
2019-06-10 00:00:00,1.7546,1.765,1.7477,1.765,99300.79822792
2019-06-10 03:00:00,1.765,1.7697,1.76,1.7697,120047.06090517
2019-06-10 06:00:00,1.77,1.7835,1.77,1.7835,327548.86300511
2019-06-10 09:00:00,1.7835,1.7866,1.7601,1.78,251072.86253068
2019-06-10 12:00:00,1.78,1.8023,1.779,1.8023,559709.05202011
2019-06-10 15:00:00,1.8023,1.93,1.8023,1.8746,2250162.33387119
2019-06-10 18:00:00,1.875,1.8993,1.87,1.8991,127562.58500376
2019-06-10 21:00:00,1.8991,1.913,1.8988,1.913,221031.91181157
2019-06-11 00:00:00,1.913,1.925,1.908,1.925,113128.69953557
2019-06-11 03:00:00,1.9297,1.94,1.9206,1.9383,238009.0810512
2019-06-11 06:00:00,1.9382,1.9499,1.9329,1.9489,280890.5359604
2019-06-11 09:00:00,1.9488,1.95,1.895,1.9,333456.36508757
2019-06-11 12:00:00,1.9004,1.9004,1.88,1.9,166773.23770787
2019-06-11 15:00:00,1.9,1.9152,1.864,1.8701,268380.42578132
2019-06-11 18:00:00,1.8794,1.9,1.8736,1.899,79854.79947582001
2019-06-11 21:00:00,1.899,1.91,1.8926,1.9099,53111.80752973
2019-06-12 00:00:00,1.9099,1.934,1.8933,1.9299,182094.02841001
2019-06-12 03:00:00,1.929,1.935,1.8898,1.9299,332129.72439234
2019-06-12 06:00:00,1.93,1.94,1.9102,1.9244,328039.41992704
2019-06-12 09:00:00,1.9245,1.96,1.9187,1.9599,400268.91414986
2019-06-12 12:00:00,1.96,1.975,1.939,1.9592,651628.51630796
2019-06-12 15:00:00,1.9592,1.9699,1.9524,1.9689,261466.46390384
2019-06-12 18:00:00,1.9689,1.9699,1.953,1.9684,88786.03474363
2019-06-12 21:00:00,1.9698,1.9699,1.9599,1.9698,41662.40221129
2019-06-13 00:00:00,1.9698,1.9699,1.948,1.949,82306.66132998
2019-06-13 03:00:00,1.949,1.9612,1.945,1.961,25667.47920264
2019-06-13 06:00:00,1.961,1.9699,1.953,1.9679,230786.02526077
2019-06-13 09:00:00,1.9681,1.971,1.8515,1.9271,824911.15479135
2019-06-13 12:00:00,1.9288,1.9478,1.9089,1.9349,211848.84633537
2019-06-13 15:00:00,1.9349,1.935,1.89,1.9322,149735.61834639
2019-06-13 18:00:00,1.9315,1.945,1.9309,1.9435,65356.9657649
2019-06-13 21:00:00,1.9435,1.955,1.94,1.9438,118734.35458529
2019-06-14 00:00:00,1.9443,1.9573,1.923,1.9534,230910.47668276
2019-06-14 03:00:00,1.9533,1.9572,1.9199,1.923,282838.7243851
2019-06-14 06:00:00,1.9286,1.9387,1.8642,1.8642,363249.59023595
2019-06-14 09:00:00,1.8642,1.88,1.8354,1.8751,749071.92561769
2019-06-14 12:00:00,1.8751,1.915,1.865,1.915,398702.05271159
2019-06-14 15:00:00,1.9149,1.925,1.9,1.9228,223934.62789437998
2019-06-14 18:00:00,1.9229,1.9275,1.9109,1.9275,109748.4598814
2019-06-14 21:00:00,1.9275,1.93,1.8964,1.9279,181482.39113069
2019-06-15 00:00:00,1.9279,1.9315,1.9277,1.9313,28764.44097577
2019-06-15 03:00:00,1.93,1.9315,1.9159,1.9175,41020.111902720004
2019-06-15 06:00:00,1.9236,1.9305,1.91,1.926,157439.91133022
2019-06-15 09:00:00,1.925,1.935,1.9238,1.9349,84104.15042771
2019-06-15 12:00:00,1.935,1.935,1.9249,1.9299,31382.62220523
2019-06-15 15:00:00,1.93,1.93,1.9116,1.9269,85509.53789753
2019-06-15 18:00:00,1.9269,1.9269,1.8973,1.9091,167209.71858209
2019-06-15 21:00:00,1.9091,1.9092,1.909,1.909,39364.13129678
2019-06-16 00:00:00,1.9092,1.9099,1.8746,1.8897,162082.65592968
2019-06-16 03:00:00,1.89,1.8973,1.87,1.8955,292432.98972981
2019-06-16 06:00:00,1.8955,1.9148,1.8913,1.8965,236942.33763975
2019-06-16 09:00:00,1.8965,1.9031,1.88,1.8907,81327.00393933
2019-06-16 12:00:00,1.89,1.8949,1.876,1.8762,78285.73051487
2019-06-16 15:00:00,1.8761,1.8835,1.8707,1.8759,94214.23036162
2019-06-16 18:00:00,1.8757,1.8827,1.8707,1.8794,40324.67270815
2019-06-16 21:00:00,1.877,1.883,1.8741,1.8785,51550.49382056
2019-06-17 00:00:00,1.8791,1.883,1.8675,1.8707,158542.59791383
2019-06-17 03:00:00,1.8701,1.8906,1.866,1.8906,11268.32402203
2019-06-17 06:00:00,1.8906,1.9,1.8905,1.9,18798.01455328
2019-06-17 09:00:00,1.9,1.935,1.899,1.935,180481.97072022
2019-06-17 12:00:00,1.935,1.94,1.8724,1.9035,431411.94468634
2019-06-17 15:00:00,1.9035,1.92,1.8818,1.92,72807.59089809
2019-06-17 18:00:00,1.92,1.9275,1.9,1.92,150667.84835684
2019-06-17 21:00:00,1.92,1.9217,1.9,1.91,76319.97014615001
2019-06-18 00:00:00,1.91,1.9233,1.901,1.9098,199081.66696627
2019-06-18 03:00:00,1.9084,1.915,1.9017,1.915,25527.13984522
2019-06-18 06:00:00,1.915,1.9199,1.8815,1.9,248954.79676006
2019-06-18 09:00:00,1.9,1.91,1.8995,1.91,302898.06553742
2019-06-18 12:00:00,1.91,1.91,1.8517,1.8792,234093.03229466
2019-06-18 15:00:00,1.877,1.9049,1.85,1.8562,267575.56111485
2019-06-18 18:00:00,1.8562,1.8794,1.85,1.8794,50179.90938616
2019-06-18 21:00:00,1.8792,1.8795,1.85,1.8696,58961.35071553
2019-06-19 00:00:00,1.8708,1.8745,1.8594,1.8669,39996.11890476
2019-06-19 03:00:00,1.8676,1.8812,1.8201,1.8345,231445.24456161
2019-06-19 06:00:00,1.8341,1.84,1.8133,1.824,77654.22335089999
2019-06-19 09:00:00,1.824,1.8492,1.824,1.8491,41111.58073622
2019-06-19 12:00:00,1.8491,1.8533,1.83,1.8366,138600.99810848
2019-06-19 15:00:00,1.8365,1.855,1.8315,1.8491,54032.46402213
2019-06-19 18:00:00,1.849,1.8535,1.8395,1.8531,32555.08636506
2019-06-19 21:00:00,1.8531,1.8551,1.8437,1.8551,25117.72696127
2019-06-20 00:00:00,1.8551,1.8689,1.8514,1.8688,41988.54852994
2019-06-20 03:00:00,1.8686,1.8774,1.85,1.8513,61074.84356482
2019-06-20 06:00:00,1.8513,1.915,1.85,1.9046,315774.65971103
2019-06-20 09:00:00,1.9045,1.909,1.8761,1.8998,331213.4918461
2019-06-20 12:00:00,1.8998,1.9004,1.8715,1.8842,415250.63617295
2019-06-20 15:00:00,1.8836,1.8926,1.8621,1.8876,209740.97762411
2019-06-20 18:00:00,1.8844,1.905,1.8697,1.8996,386767.20685856
2019-06-20 21:00:00,1.9,1.9068,1.8817,1.8927,273764.64826971
2019-06-21 00:00:00,1.8927,1.91,1.8754,1.89,380305.38605267997
2019-06-21 03:00:00,1.89,1.89,1.8489,1.8598,115163.11639878999
2019-06-21 06:00:00,1.8598,1.88,1.8298,1.8299,176705.60862263
2019-06-21 09:00:00,1.8299,1.91,1.8,1.8185,637716.10652379
2019-06-21 12:00:00,1.8183,1.8718,1.818,1.8522,136333.12376364
2019-06-21 15:00:00,1.8522,1.8698,1.835,1.8519,40834.12784629
2019-06-21 18:00:00,1.8519,1.885,1.8328,1.8461,199016.88750093
2019-06-21 21:00:00,1.8572,1.8918,1.826,1.8354,176273.16608354
2019-06-22 00:00:00,1.8348,1.8497,1.822,1.8357,144922.63589568
2019-06-22 03:00:00,1.8357,1.8467,1.8216,1.8248,87677.47542051
2019-06-22 06:00:00,1.8248,1.8261,1.82,1.8261,43874.42213791
2019-06-22 09:00:00,1.8261,1.8261,1.81,1.8194,214739.29446091
2019-06-22 12:00:00,1.8194,1.8372,1.72,1.8075,1023550.27904854
2019-06-22 15:00:00,1.8075,1.8668,1.8073,1.849,157268.16119574
2019-06-22 18:00:00,1.849,1.857,1.8397,1.8559,80855.47226896
2019-06-22 21:00:00,1.8556,1.857,1.8424,1.845,37083.88230572
2019-06-23 00:00:00,1.845,1.845,1.8304,1.8381,25734.67464142
2019-06-23 03:00:00,1.8376,1.8449,1.8325,1.8379,13514.96073187
2019-06-23 06:00:00,1.8379,1.866,1.8346,1.8483,123251.75458364999
2019-06-23 09:00:00,1.8483,1.9388,1.8476,1.8655,595914.54584124
2019-06-23 12:00:00,1.8655,1.9149,1.85,1.8768,439061.84891031
2019-06-23 15:00:00,1.88,1.912,1.85,1.8936,413143.861503
2019-06-23 18:00:00,1.8936,1.9008,1.87,1.8823,278478.45895462
2019-06-23 21:00:00,1.8828,1.885,1.85,1.885,79809.49077224
2019-06-24 00:00:00,1.885,1.885,1.8648,1.87,72699.04626658
2019-06-24 03:00:00,1.8702,1.8718,1.84,1.8483,102259.02550384
2019-06-24 06:00:00,1.8483,1.8647,1.84,1.8615,34739.86761628
2019-06-24 09:00:00,1.8618,1.862,1.8378,1.8554,59659.71083001
2019-06-24 12:00:00,1.8554,1.9018,1.8473,1.9018,117106.90310455
2019-06-24 15:00:00,1.9018,1.9018,1.8761,1.883,119175.49550387
2019-06-24 18:00:00,1.883,1.892,1.8788,1.88,167472.90876698
2019-06-24 21:00:00,1.88,1.9,1.8797,1.8989,242775.55462996
2019-06-25 00:00:00,1.8989,1.9059,1.8824,1.8995,176602.18941265
2019-06-25 03:00:00,1.8995,1.9041,1.866,1.87,254085.73942264
2019-06-25 06:00:00,1.87,1.8869,1.86,1.8869,156050.54733024
2019-06-25 09:00:00,1.8869,1.9159,1.8794,1.9,563815.15918764
2019-06-25 12:00:00,1.9,1.91,1.8951,1.9099,68397.41652371
2019-06-25 15:00:00,1.9099,1.915,1.885,1.9083,291645.07357258
2019-06-25 18:00:00,1.9083,1.91,1.8803,1.9,185979.47074657
2019-06-25 21:00:00,1.9,1.916,1.899,1.9159,103334.80064692
2019-06-26 00:00:00,1.9159,1.9373,1.9159,1.9373,189314.90222299
2019-06-26 03:00:00,1.9373,1.979,1.9373,1.9494,699088.21711069
2019-06-26 06:00:00,1.9494,1.96,1.9168,1.9569,387056.7934324
2019-06-26 09:00:00,1.9569,1.9569,1.9569,1.9569,0.0
2019-06-26 12:00:00,1.9596,1.9596,1.952,1.952,9.0
2019-06-26 15:00:00,1.9571,1.985,1.952,1.985,656374.60663364
2019-06-26 18:00:00,1.985,2.0,1.861,1.9244,684165.8547387626
2019-06-26 21:00:00,1.9244,1.9245,1.853,1.8719,476487.2957169642
2019-06-27 00:00:00,1.8719,1.9385,1.853,1.909,145820.90168826
2019-06-27 03:00:00,1.8975,1.9244,1.8753,1.8799,42928.47970605667
2019-06-27 06:00:00,1.8795,1.8799,1.8473,1.8516,168339.3394256871
2019-06-27 09:00:00,1.8516,1.8675,1.8248,1.8653,176080.42362137846
2019-06-27 12:00:00,1.8591,1.8737,1.8201,1.8423,152923.15475362
2019-06-27 15:00:00,1.8423,1.8545,1.7309,1.7442,592161.2073436182
2019-06-27 18:00:00,1.7442,1.7592,1.71,1.7301,493617.4485567945
2019-06-27 21:00:00,1.7291,1.7797,1.72,1.7674,150507.52412636537
2019-06-28 00:00:00,1.7641,1.781,1.74,1.7569,121532.52115683
2019-06-28 03:00:00,1.7588,1.7697,1.72,1.7246,121943.61230649
2019-06-28 06:00:00,1.7246,1.7771,1.7204,1.7672,138495.83608073
2019-06-28 09:00:00,1.7672,1.8406,1.764,1.8406,91701.47989977
2019-06-28 12:00:00,1.8406,1.9053,1.825,1.8796,214971.56176775708
2019-06-28 15:00:00,1.8796,1.8885,1.87,1.8746,74360.18301572726
2019-06-28 18:00:00,1.8745,1.8801,1.7753,1.8105,172662.45522062844
2019-06-28 21:00:00,1.8105,1.8284,1.8039,1.8232,41839.54195719
2019-06-29 00:00:00,1.8232,1.8278,1.7908,1.8097,106309.35137677994
2019-06-29 03:00:00,1.8058,1.827,1.8,1.8231,21721.614519079958
2019-06-29 06:00:00,1.8231,1.8386,1.8202,1.8372,59594.81018257
2019-06-29 09:00:00,1.8384,1.8559,1.8093,1.8555,100460.17306556
2019-06-29 12:00:00,1.8555,1.89,1.8462,1.8803,229130.15210839
2019-06-29 15:00:00,1.8803,1.8953,1.845,1.8945,196028.38127433
2019-06-29 18:00:00,1.8945,1.9138,1.8928,1.9138,67400.87418419
2019-06-29 21:00:00,1.9138,1.92,1.8896,1.905,46900.19670997
2019-06-30 00:00:00,1.905,1.91,1.9035,1.91,13014.48960957
2019-06-30 03:00:00,1.91,1.92,1.9098,1.9191,35671.32824449
2019-06-30 06:00:00,1.9191,1.92,1.8918,1.905,46103.29109276
2019-06-30 09:00:00,1.905,1.905,1.875,1.8821,32824.21661603
2019-06-30 12:00:00,1.8821,1.8821,1.7884,1.7983,302786.7197535222
2019-06-30 15:00:00,1.7988,1.7988,1.75,1.7969,242179.71187904
2019-06-30 18:00:00,1.7969,1.8096,1.7683,1.7811,54185.49779214
2019-06-30 21:00:00,1.7811,1.7877,1.753,1.76,34981.73591816439
2019-07-01 00:00:00,1.76,1.76,1.7533,1.76,33236.01301458
2019-07-01 03:00:00,1.76,1.7897,1.76,1.7834,24050.16863127
2019-07-01 06:00:00,1.7834,1.8024,1.781,1.793,27016.90708072
2019-07-01 09:00:00,1.793,1.8062,1.75,1.7768,128196.28798429611
2019-07-01 12:00:00,1.7768,1.7797,1.75,1.7688,73554.30422645
2019-07-01 15:00:00,1.7688,1.7857,1.7445,1.781,46826.50590534967
2019-07-01 18:00:00,1.781,1.79,1.7586,1.79,53619.316988470004
2019-07-01 21:00:00,1.79,1.79,1.7493,1.7497,149320.61774955
2019-07-02 00:00:00,1.7497,1.76,1.74,1.7428,90573.74186343
2019-07-02 03:00:00,1.7428,1.75,1.7334,1.7425,147888.53345353
2019-07-02 06:00:00,1.7425,1.75,1.66,1.7049,1008906.0936563587
2019-07-02 09:00:00,1.7049,1.71,1.68,1.705,249278.12166523
2019-07-02 12:00:00,1.705,1.7535,1.7001,1.7535,265269.1001033782
2019-07-02 15:00:00,1.7531,1.7531,1.7221,1.73,89843.55890679
2019-07-02 18:00:00,1.73,1.7534,1.7,1.7214,150655.2699951
2019-07-02 21:00:00,1.7214,1.7329,1.6978,1.7288,74461.47195442
2019-07-03 00:00:00,1.7288,1.7554,1.7288,1.7546,23448.964526678785
2019-07-03 03:00:00,1.7548,1.7566,1.7379,1.7398,22930.61839418
2019-07-03 06:00:00,1.7398,1.7398,1.6978,1.7,111826.79007257
2019-07-03 09:00:00,1.7,1.7096,1.66,1.7,324477.8557893826
2019-07-03 12:00:00,1.7,1.7007,1.68,1.7006,65182.09237622
2019-07-03 15:00:00,1.7006,1.705,1.68,1.68,29522.15331854
2019-07-03 18:00:00,1.68,1.705,1.68,1.704,41110.65228366019
2019-07-03 21:00:00,1.704,1.705,1.6918,1.7,33741.78975277
2019-07-04 00:00:00,1.7,1.7192,1.6973,1.7192,114626.24496943
2019-07-04 03:00:00,1.7192,1.748,1.7171,1.748,15496.8798942
