timestamp,close,high,low,open,volume
2018-01-01 00:00:00,13362.0,13788.0,13214.0,13763.0,4088.61223136
2018-01-01 03:00:00,13501.0,13608.0,13262.0,13363.0,2453.35630339
2018-01-01 06:00:00,13417.0,13893.0,13389.0,13511.0,3471.3997255
2018-01-01 09:00:00,13231.0,13622.0,13072.0,13417.0,3726.19460091
2018-01-01 12:00:00,13193.44429002,13265.0,12777.0,13234.0,5360.23205613
2018-01-01 15:00:00,12993.0,13290.0,12969.0,13171.0,2976.51879452
2018-01-01 18:00:00,13404.0,13499.0,12950.00953353,12993.0,3816.22594149
2018-01-01 21:00:00,13376.0,13662.0,13341.0,13404.0,3672.38989896
2018-01-02 00:00:00,13550.0,13898.0,13373.0,13375.0,6297.86648658
2018-01-02 03:00:00,13091.0,13551.0,12795.0,13551.0,6948.40166076
2018-01-02 06:00:00,13376.0,13452.0,13008.0,13091.0,2503.51189697
2018-01-02 09:00:00,13532.0,13679.0,13372.0,13376.0,3433.60456578
2018-01-02 12:00:00,13788.0,13979.0,13503.20378177,13531.0,4994.90680511
2018-01-02 15:00:00,13889.0,13938.0,13577.0,13787.0,4899.75862204
2018-01-02 18:00:00,14826.0,15500.0,13888.0,13889.0,21016.97194823
2018-01-02 21:00:00,14722.0,15025.0,14636.0,14827.0,6097.93074395
2018-01-03 00:00:00,15050.0,15112.0,14692.0,14717.0,4806.75589635
2018-01-03 03:00:00,15089.0,15249.0,14807.0,15049.0,4312.1894587
2018-01-03 06:00:00,15098.0,15428.83091885,15020.0,15089.0,5171.17934229
2018-01-03 09:00:00,14844.0,15125.0,14507.0,15097.0,6431.74767421
2018-01-03 12:00:00,14868.0,15072.0,14500.0,14848.0,4176.78172554
2018-01-03 15:00:00,14874.0,15214.0,14850.0,14861.0,4872.28289019
2018-01-03 18:00:00,15001.0,15006.0,14703.0,14872.0,4632.10213963
2018-01-03 21:00:00,15150.0,15192.0,14833.04413864,15002.0,3955.33432535
2018-01-04 00:00:00,15210.0,15422.15785315,14936.0,15150.0,6400.62688705
2018-01-04 03:00:00,14846.69836849,15248.14896269,14750.0,15210.0,5057.7157527
2018-01-04 06:00:00,14277.0,15051.0,14104.0,14848.0,7344.25156842
2018-01-04 09:00:00,14528.0,14580.0,14060.0,14277.0,5438.7629661500005
2018-01-04 12:00:00,14560.53088039,14696.0,14159.0,14528.0,5833.69984034
2018-01-04 15:00:00,14702.0,14760.0,14350.0,14560.53088039,5862.43616408
2018-01-04 18:00:00,14854.50411122,15090.0,14693.0,14701.0,6949.6099154
2018-01-04 21:00:00,15159.0,15198.0,14809.0,14855.0,3592.8795485
2018-01-05 00:00:00,15060.0,15193.0,14909.0,15159.0,3444.15098507
2018-01-05 03:00:00,15009.0,15107.0,14725.0,15060.0,3486.30987893
2018-01-05 06:00:00,15597.0,15770.0,14817.0,15009.0,5152.90686045
2018-01-05 09:00:00,16104.0,16242.0,15593.0,15597.0,13061.29609959
2018-01-05 12:00:00,16063.0,16150.0,15780.0,16103.0,5618.63878107
2018-01-05 15:00:00,16401.0,16620.0,15914.0,16067.0,10233.22526942
2018-01-05 18:00:00,16611.0,16612.0,16210.0,16401.0,5800.99681631
2018-01-05 21:00:00,16911.0,17105.0,16611.0,16611.0,7830.07637434
2018-01-06 00:00:00,16550.0,17099.0,16545.0,16912.0,5225.31689211
2018-01-06 03:00:00,16643.0,16787.0,16411.0,16546.0,3735.10209082
2018-01-06 06:00:00,16445.0,16691.0,16372.25644975,16643.0,2444.3441708
2018-01-06 09:00:00,16520.0,16749.0,16341.0,16447.0,3245.39677082
2018-01-06 12:00:00,16496.0,16653.0,16251.0,16519.0,3347.31987882
2018-01-06 15:00:00,16910.0,16999.0,16449.0,16497.0,3606.12648709
2018-01-06 18:00:00,16867.0,16999.0,16668.0,16912.0,3036.65343411
2018-01-06 21:00:00,17169.0,17252.0,16745.0,16873.0,4976.22552302
2018-01-07 00:00:00,16787.0,17178.0,16705.0,17165.0,4567.82837682
2018-01-07 03:00:00,16593.0,16824.0,16500.0,16778.0,3890.49495459
2018-01-07 06:00:00,16787.0,16913.0,16404.0,16593.0,2840.62450606
2018-01-07 09:00:00,16607.0,16822.0,16606.0,16787.0,2100.80215377
2018-01-07 12:00:00,16572.0,16640.59491721,16337.0,16606.0,3529.16283849
2018-01-07 15:00:00,15845.0,16602.08894879,15751.0,16572.0,6765.1054951
2018-01-07 18:00:00,16178.0,16237.0,15712.0,15871.0,4481.86157965
2018-01-07 21:00:00,16215.35727958,16498.0,16142.0,16178.0,2662.20505641
2018-01-08 00:00:00,15920.0,16329.0,15725.0,16213.0,5842.66484533
2018-01-08 03:00:00,15845.0,15966.0,15510.0,15917.0,5247.1250739
2018-01-08 06:00:00,15460.0,15977.0,15333.0,15835.0,3910.91025819
2018-01-08 09:00:00,15488.0,15531.85697549,15101.0,15459.0,6040.01104238
2018-01-08 12:00:00,14394.0,15536.0,14320.0,15489.0,13646.14769618
2018-01-08 15:00:00,14764.0,14923.0,13755.0,14395.0,17010.52875221
2018-01-08 18:00:00,14918.0,15152.0,14574.0,14763.0,6644.22894821
2018-01-08 21:00:00,14906.0,14990.0,14420.0,14925.0,6611.10040613
2018-01-09 00:00:00,15208.0,15289.0,14808.0,14911.0,4781.62721503
2018-01-09 03:00:00,15014.0,15355.0,14830.0,15208.0,5265.26265672
2018-01-09 06:00:00,15163.0,15290.0,14751.0,15008.0,3583.8995572
2018-01-09 09:00:00,14766.0,15163.0,14415.0,15163.0,5571.79191285
2018-01-09 12:00:00,14536.0,14874.0,14122.0,14764.0,9747.87575244
2018-01-09 15:00:00,14922.0,14998.0,14500.0,14537.0,5217.13484223
2018-01-09 18:00:00,14737.0,14990.0,14586.0,14924.0,3845.40476407
2018-01-09 21:00:00,14425.0,14778.0,14153.0,14737.0,5423.36242225
2018-01-10 00:00:00,14241.0,14479.0,13875.0,14429.0,7177.77295996
2018-01-10 03:00:00,14160.0,14383.0,14001.0,14238.0,5381.33441996
2018-01-10 06:00:00,13375.0,14330.0,13300.0,14154.0,9148.24344953
2018-01-10 09:00:00,13949.0,14038.0,13355.0,13379.0,6967.81080702
2018-01-10 12:00:00,13684.0,14060.0,13510.0,13949.0,5568.95293178
2018-01-10 15:00:00,14544.0,14650.0,13676.0,13685.0,13942.21758388
2018-01-10 18:00:00,14444.0,14682.0,14230.0,14545.0,4350.14980131
2018-01-10 21:00:00,14900.0,14901.0,14251.0,14437.0,4796.16418507
2018-01-11 00:00:00,14245.0,14999.0,14158.0,14900.0,4901.81566701
2018-01-11 03:00:00,13113.0,14267.0,12639.0,14246.0,22516.75222183
2018-01-11 06:00:00,13706.0,13833.0,13068.0,13114.0,9083.12850075
2018-01-11 09:00:00,13475.0,13754.0,13116.0,13708.0,6006.78437081
2018-01-11 12:00:00,13914.0,13999.0,13446.0,13475.0,6710.16433912
2018-01-11 15:00:00,13601.0,14260.0,13601.0,13913.0,7669.7432939
2018-01-11 18:00:00,13457.0,13900.79460631,13139.0,13601.0,6833.0054878
2018-01-11 21:00:00,13254.0,13538.0,12860.0,13457.0,7973.99953562
2018-01-12 00:00:00,13443.0,13549.0,12751.0,13253.0,6259.32811554
2018-01-12 03:00:00,13567.0,13790.0,13339.0,13443.0,4620.48073799
2018-01-12 06:00:00,13553.0,13800.0,13484.0,13567.0,4072.53680151
2018-01-12 09:00:00,13941.0,14100.0,13316.0,13558.0,7145.24467042
2018-01-12 12:00:00,13885.0,14081.0,13703.0,13939.0,4462.79416039
2018-01-12 15:00:00,13561.0,13944.0,13370.0,13885.0,4624.03560361
2018-01-12 18:00:00,13887.0,13963.02106352,13400.0,13564.0,3248.66354531
2018-01-12 21:00:00,13794.0,13887.0,13533.0,13887.0,2990.38983108
2018-01-13 00:00:00,14100.0,14291.0,13750.0,13790.0,4981.09535471
2018-01-13 03:00:00,14202.0,14249.0,13914.0,14101.0,3397.89734442
2018-01-13 06:00:00,14228.0,14388.0,14052.0,14201.0,3268.53023599
2018-01-13 09:00:00,14280.0,14296.0,14017.0,14228.0,2933.5963406
2018-01-13 12:00:00,14398.0,14580.0,14243.0,14282.0,5594.65300326
2018-01-13 15:00:00,14310.0,14410.0,14114.0,14398.0,3857.21472024
2018-01-13 18:00:00,14169.0,14366.0,14010.0,14310.0,2752.75221318
2018-01-13 21:00:00,14199.0,14378.0,14033.0,14167.0,2220.46273787
2018-01-14 00:00:00,14218.0,14393.0,14153.0,14192.0,2401.67610646
2018-01-14 03:00:00,13796.0,14261.0,13547.0,14215.0,4578.56184141
2018-01-14 06:00:00,13639.0,13911.80807124,13599.0,13784.0,2434.05999587
2018-01-14 09:00:00,13471.0,13641.0,13305.0,13640.0,4214.30132704
2018-01-14 12:00:00,13467.0,13557.0,13101.0,13470.0,5533.26683651
2018-01-14 15:00:00,13437.0,13493.0,12874.34212454,13466.0,7296.41651096
2018-01-14 18:00:00,13451.0,13620.0,13251.0,13437.0,5177.73621407
2018-01-14 21:00:00,13558.0,13699.0,13283.0,13451.0,3966.0044422
2018-01-15 00:00:00,13441.0,13763.0,13400.0,13554.0,3280.14296212
2018-01-15 03:00:00,13580.0,13642.0,13300.0,13435.0,3018.47253554
2018-01-15 06:00:00,13590.0,13827.0,13547.0,13581.0,3637.35618972
2018-01-15 09:00:00,13779.0,13862.0,13580.0,13590.0,4428.84074601
2018-01-15 12:00:00,14129.0,14356.0,13656.0,13778.0,7475.37434803
2018-01-15 15:00:00,13899.0,14183.27514082,13887.0,14129.0,3426.30644944
2018-01-15 18:00:00,13700.0,13980.0,13607.0,13896.0,3436.74515026
2018-01-15 21:00:00,13601.0,13943.0,13413.0,13700.15962661,4804.66734153
2018-01-16 00:00:00,13174.0,13617.0,12647.0,13602.0,14795.66434689
2018-01-16 03:00:00,13114.0,13175.0,12757.0,13174.0,5478.48859991
2018-01-16 06:00:00,12049.0,13212.0,11400.0,13113.0,20400.51190501
2018-01-16 09:00:00,12046.0,12131.0,10891.0,12049.0,20500.56275669
2018-01-16 12:00:00,11670.0,12072.0,11325.0,12048.0,12817.82399816
2018-01-16 15:00:00,11031.0,12084.0,11014.0,11674.0,14256.53579072
2018-01-16 18:00:00,10910.0,11657.0,10717.0,11030.0,17802.58325253
2018-01-16 21:00:00,11065.0,11385.0,9940.0,10910.0,25780.35079211
2018-01-17 00:00:00,10805.0,11497.0,10600.0,11065.0,13916.70159306
2018-01-17 03:00:00,10912.0,11183.0,10200.0,10807.0,12731.0619825
2018-01-17 06:00:00,10664.0,11244.0,10339.0,10912.0,11245.72508724
2018-01-17 09:00:00,9898.0,10686.0,9633.0,10663.0,20956.12305328
2018-01-17 12:00:00,9377.1,10479.0,9362.0,9895.8,16668.38059133
2018-01-17 15:00:00,10048.0,10410.0,9231.1,9377.2,23785.68849454
2018-01-17 18:00:00,10890.0,10983.0,9763.0,10034.0,14912.76264036
2018-01-17 21:00:00,11108.0,11450.0,10635.0,10890.0,18030.37306203
2018-01-18 00:00:00,11636.0,11669.0,10775.0,11113.0,15475.69180791
2018-01-18 03:00:00,10912.0,11670.0,10745.0,11636.0,10376.89557871
2018-01-18 06:00:00,10778.0,11311.0,10515.0,10905.0,8923.81135042
2018-01-18 09:00:00,11462.0,11608.0,10737.0,10779.0,9099.28142071
2018-01-18 12:00:00,11793.0,11874.0,11346.0,11463.0,11381.9185938
2018-01-18 15:00:00,11137.0,11904.0,11132.0,11795.0,11970.40682039
2018-01-18 18:00:00,11626.0,11849.0,11111.0,11136.0,7612.69408499
2018-01-18 21:00:00,11030.0,11740.0,10805.0,11624.0,10364.32488055
2018-01-19 00:00:00,10771.0,11399.0,10701.0,11031.0,7334.69198886
2018-01-19 03:00:00,11187.0,11317.0,10647.0,10767.0,6498.80922094
2018-01-19 06:00:00,11528.0,11676.0,10912.0,11188.0,9387.82787549
2018-01-19 09:00:00,11569.0,11733.0,11371.0,11532.0,4018.71697941
